,Tweets
757,b'Creating an Augmented Reality Experience with @ScavengarEDU about incredible women\xf0\x9f\x91\xa9\xf0\x9f\xa7\x95\xf0\x9f\x91\xa9\xe2\x80\x8d\xf0\x9f\xa6\xb3 who inspire us to unlock\xf0\x9f\x94\x93 new levels of potential in young girls everywhere.\n\n#Internationalwomensday   #AppleEDUchat https://t.co/ROcxTQ35W2'
758,"b'Just in case you missed it last night, here\xe2\x80\x99s a new #QuickLesson for the week!\n#AppleEDUchat #EveryoneCanCreate https://t.co/6BYCVEWpQx'"
759,"b'Using the Beat Sequencer w/ #GarageBand to visualise &amp; hear strumming patterns is central to the #Ukulele book from @techclassrocks &amp; myself. \nAnd, then Ss can create their own! \xf0\x9f\xa4\xa9\xf0\x9f\x8e\xb8\xf0\x9f\x8e\xb6 \n\n\xf0\x9f\x94\x97\xf0\x9f\x93\x96 Download here: https://t.co/eeoCXOPlnY \n#EveryoneCanUke #EveryoneCanCreate #AppleEDUchat https://t.co/Rr7NpSR9HW'"
760,b'RT @JacobWoolcock: \xe2\x98\x80\xef\xb8\x8fThis new #QuickLesson will get you exploring the Magic Move transition in #Keynote to create a Sunrise Scene.\n\n\xe2\x9b\x85\xef\xb8\x8fHave\xe2\x80\xa6'
761,b'RT @JacobWoolcock: \xe2\x98\x80\xef\xb8\x8fThis new #QuickLesson will get you exploring the Magic Move transition in #Keynote to create a Sunrise Scene.\n\n\xe2\x9b\x85\xef\xb8\x8fHave\xe2\x80\xa6'
762,b'RT @meesterkurt: Behind the Scenes - Designing a Timeline for Remote Learning\n\n\xf0\x9f\x94\x8d Design for Focus\n1\xe2\x83\xa3  One Idea per Slide\n\xf0\x9f\x91\x80 Reveal Using Bui\xe2\x80\xa6'
763,b'5th grade is creating new strumming patterns for their #Ukulele songs.  \xe2\x9d\xa4\xef\xb8\x8f how the strong visual and audio of the Beat Sequencer in #GarageBand brings it all together. \n@_ehughes_ @kikodoran \n#EveryoneCanUke #AppleEDUchat #EveryoneCanCreate https://t.co/zu5kByTSbw'
764,b'Whoa! /downloads /listens #AppleEDUchat #AppleEDULeaderChat #AppleTeacher #learningwithapple https://t.co/9PIrGl6CeK'
765,b'RT @CASCougars: Ms. Reina\xe2\x80\x99s #Kindergarten students created animated GIFs and learned how to animate shapes on #EveryoneCanCreate Day! #crea\xe2\x80\xa6'
766,b'RT @CASCougars: Ms. Cerbone\xe2\x80\x99s 1st grade bilingual students used @scratch and @AppleEDU Clips app to create interactive stories on #Everyone\xe2\x80\xa6'
767,"b'RT @CASCougars: Kindergarten students in Ms. G. Morales\xe2\x80\x99s class explored coding, music, art, and more on #EveryoneCanCreate Day using @goty\xe2\x80\xa6'"
768,b'RT @CASCougars: Ms. Kalman\xe2\x80\x99s 2nd grade bilingual students used mark up tools to bring their images to life on #EveryoneCanCreate Day. #crea\xe2\x80\xa6'
769,"b'RT @CASCougars: On #EveryoneCanCreate Day, Ms. Abreu\xe2\x80\x99s class collaborated with @MsbatistaL bilingual kindergarten class to share similariti\xe2\x80\xa6'"
770,b'Ms. Reina\xe2\x80\x99s #Kindergarten students created animated GIFs and learned how to animate shapes on #EveryoneCanCreate Day! #creativity #cascougarpride #AppleEDUchat @AppleEDU https://t.co/yyKDpbXbWJ'
771,b'Ms. Cerbone\xe2\x80\x99s 1st grade bilingual students used @scratch and @AppleEDU Clips app to create interactive stories on #EveryoneCanCreate Day. #cascougarpride #AppleEDUchat #creativity https://t.co/SzNuxCgOq4'
772,"b'Kindergarten students in Ms. G. Morales\xe2\x80\x99s class explored coding, music, art, and more on #EveryoneCanCreate Day using @gotynker @bloxels  and @AppleEDU GarageBand app. #cascougarpride #creativity #AppleEDUchat https://t.co/HrPMpC59kn'"
773,b'Ms. Kalman\xe2\x80\x99s 2nd grade bilingual students used mark up tools to bring their images to life on #EveryoneCanCreate Day. #creativity #AppleEDUchat @AppleEDU #cascougarpride https://t.co/fv0A9EQlHU'
774,b'First day back went ok! The boy I was worried about came in and we all had a really great catch up with some fun activities thrown in! Absolutely shattered now though! Is it bed time yet?\n#edutwitter #AppleEduChat #BackToSchool https://t.co/5LIIlhDBLY'
775,"b'On #EveryoneCanCreate Day, Ms. Abreu\xe2\x80\x99s class collaborated with @MsbatistaL bilingual kindergarten class to share similarities and differences between NY and CA. They even created tours of their schools using iMovie. #AppleEDUchat @AppleEDU #cascougarpride https://t.co/WQBwevVGvD'"
776,b'Grateful for these amazing &amp; inspiring women: @mschmitz_1 @joyfulDuplisea @techclassrocks @alma_henry @kelsey_stimatze @HollyMecher @askMsQ @MrsTLeon @LauraGilchrist4 @brittanylynne8 @MsbatistaL @Catlin_Tucker @jdeinhammer @MsAprilLutz  #appleeduleaderchat #IWD2021 #appleeduchat https://t.co/9caeD0Klbn'
777,b'RT @mat6453: New blog post. A plea for the children that thrived.  Some thoughts as we move back to the classroom to not forget those that\xe2\x80\xa6'
778,b'Can make such professional looking certificates on @canva. Presentation incoming for our Student Digital Leaders... just need their badges from @SchoolBadgesUK \xf0\x9f\x91\x8c #ADE #ADEUAE #AppleDistinguishedSchool #AppleEDUchat #edtech https://t.co/o57NfuTKXK'
779,"b'Very fortunate to have these women in my life \xe2\x98\xba\xef\xb8\x8f.\n\xe2\x9d\xa4\xef\xb8\x8f to all who inspire, support &amp; challenge me to do more!\n\n#AppleEDUchat #ChooseToChallenge #IWD2021\n@autumn_zam @kheiladunkerly @jesgarrigan @its_morgancave @RonitShapiro \xf0\x9f\x92\x99\nAND\xe2\x80\xa6 @956Christine @shmaynor @joyfulDuplisea @eh48 https://t.co/HprwpWkBJV'"
780,b'My little creative made this in @procreate today. Off the cuff with zero prompt or guidance. Nothing stops her curiosity and her determination. So proud of the young woman she is growing up to be. #AppleEDUChat @ProcreateEDU #iwd #IWD2021 #InternationalWomensDay https://t.co/zZGAIzQWrj'
781,b'RT @Veescope: Amazing climate change video created by Australian students created with @veescope live #greenscreen app. #internationalWomen\xe2\x80\xa6'
782,b'RT @Veescope: Amazing climate change video created by Australian students created with @veescope live #greenscreen app. #internationalWomen\xe2\x80\xa6'
783,b'Amazing climate change video created by Australian students created with @veescope live #greenscreen app. #internationalWomensDay #iphone #ipad #tecea  #tca21 #AppleEDUChat #edtech #veescope #ipaded #education #distanceLearning #fetc #CUE #remotelearning https://t.co/5FsJmMKDkJ https://t.co/jBJq10IjBP'
784,b'RT @techteachertom1: Working with Year 1 @ArcadiaSch children in creating iBooks using @BookCreatorApp. Starting off with a short book abou\xe2\x80\xa6'
785,b'RT @lcoffeeprincel: AR walking in the afternoon #ARwalking #ARoniPad #AppleEDUchat #ade2021 #realitycomposer https://t.co/pANe0mADVs'
786,"b'RT @dnnsgnzlz: I made a short video on how to use #augmentedreality in #distancelearning. I focused on the benefits, the tools, how to crea\xe2\x80\xa6'"
787,"b'I made a short video on how to use #augmentedreality in #distancelearning. I focused on the benefits, the tools, how to create and provide content with #ARoniPad and how students can get creative themselves. Enjoy! #EveryoneCanCreate #AppleEduChat #twlz \n\nhttps://t.co/GmAId1iAQz'"
788,b'RT @JacobWoolcock: \xe2\x98\x80\xef\xb8\x8fThis new #QuickLesson will get you exploring the Magic Move transition in #Keynote to create a Sunrise Scene.\n\n\xe2\x9b\x85\xef\xb8\x8fHave\xe2\x80\xa6'
789,b'RT @mcoutts81: Join hosts @Mrs_Educate &amp; @MrsLauraW March 9th 8pm GMT (9pm CET/12pm PT) for a discussion about promoting gender equality in\xe2\x80\xa6'
790,b'RT @mcoutts81: Join hosts @Mrs_Educate &amp; @MrsLauraW March 9th 8pm GMT (9pm CET/12pm PT) for a discussion about promoting gender equality in\xe2\x80\xa6'
791,b'RT @_ehughes_: Markup on #iPad is just the best! \xe2\x9b\xb0 \n#AppleEDUchat #EveryoneCanCreate #ADE2021 #AppleTeacher #OutdoorLearning \xf0\x9f\x8c\x8d https://t.co\xe2\x80\xa6'
792,b'RT @klbeasley: #MediaMentorMonth gratitude:\n\n\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbd Share three things you are grateful for that mobile devices make possible. \n\n\xf0\x9f\x91\x89\xf0\x9f\x8f\xbc All activit\xe2\x80\xa6'
793,b'RT @doodlebunchedu: Use the force... the iPad gesture force! #Appleeduchat #procreate #ipad https://t.co/W0e3qbPJ5H'
794,"b'RT @techclassrocks: Day 67:  Creating Depth\n\nI wanted to add more texture &amp; create some depth here, so started trying some new sounds.  23\xe2\x80\xa6'"
795,"b'RT @MarcWithersey: Sometimes words aren\xe2\x80\x99t enough. Use drawing, video, photo and sound to explain emotions about coming #BackToSchool.\n\n\xf0\x9f\x94\x97htt\xe2\x80\xa6'"
796,b'RT @Edinburgh_RTC: #EdinburghTeachers Join @stevebunce 1:30pm Friday 12 March exploring creative activities for #remotelearning going furth\xe2\x80\xa6'
797,b'#EdinburghTeachers Join @stevebunce 1:30pm Friday 12 March exploring creative activities for #remotelearning going further with video featuring #AppleClips #AppleEDUchat #iPads4Edu\n#AppleRTC\n\nTap here to register\nhttps://t.co/EwYlTPMIGw\n\n@DigitalCEC @EdinLearnsTL @Edinburgh_CC'
798,"b'Day 67:  Creating Depth\n\nI wanted to add more texture &amp; create some depth here, so started trying some new sounds.  23 synths later, I went with Glistening Bells... not sure if it\xe2\x80\x99s the right one here \xf0\x9f\xa4\xb7\xf0\x9f\x8f\xbc\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f.\n\n#365Tunes2021 #AppleEDUchat #EveryoneCanCreate #LogicPro https://t.co/0m82dOV3wQ'"
799,b'RT @teach_create_: Absolutely loving finally learning to use the @Procreate app properly by following the @Floortjesart tutorials which are\xe2\x80\xa6'
800,b'RT @techteachertom1: Year 2 @ArcadiaSch students are learning all about our amazing city. I\xe2\x80\x99ve created a template on @BookCreatorApp for th\xe2\x80\xa6'
801,"b""RT @eslweb: It's International Women's Day! #ChooseToChallenge #IWD2021 I choose to challenge the stereotype that #Coding is just for men!\xe2\x80\xa6"""
802,b'RT @teach_create_: Absolutely loving finally learning to use the @Procreate app properly by following the @Floortjesart tutorials which are\xe2\x80\xa6'
803,b'RT @teach_create_: Absolutely loving finally learning to use the @Procreate app properly by following the @Floortjesart tutorials which are\xe2\x80\xa6'
804,b'Leaning towards just buying the M1? Not sure I\xe2\x80\x99ll need the extra ram but not sure about the screen size? #AppleEDUchat #YesIStillHaveNotBought https://t.co/ynDB72uyqH'
805,b'RT @teach_create_: Absolutely loving finally learning to use the @Procreate app properly by following the @Floortjesart tutorials which are\xe2\x80\xa6'
806,b'RT @mcoutts81: Join hosts @Mrs_Educate &amp; @MrsLauraW March 9th 8pm GMT (9pm CET/12pm PT) for a discussion about promoting gender equality in\xe2\x80\xa6'
807,b'RT @JacobWoolcock: \xe2\x98\x80\xef\xb8\x8fThis new #QuickLesson will get you exploring the Magic Move transition in #Keynote to create a Sunrise Scene.\n\n\xe2\x9b\x85\xef\xb8\x8fHave\xe2\x80\xa6'
808,"b""RT @klbeasley: \xf0\x9f\x91\xa8\xf0\x9f\x8f\xbe\xe2\x80\x8d\xf0\x9f\x92\xbbIt's never too late to foster positive relationships around digital technologies with your child(ren). Join in with our\xe2\x80\xa6"""
809,"b""RT @klbeasley: \xf0\x9f\x91\xa8\xf0\x9f\x8f\xbe\xe2\x80\x8d\xf0\x9f\x92\xbbIt's never too late to foster positive relationships around digital technologies with your child(ren). Join in with our\xe2\x80\xa6"""
810,"b""RT @klbeasley: \xf0\x9f\x91\xa8\xf0\x9f\x8f\xbe\xe2\x80\x8d\xf0\x9f\x92\xbbIt's never too late to foster positive relationships around digital technologies with your child(ren). Join in with our\xe2\x80\xa6"""
811,b'Year 2 @ArcadiaSch students are learning all about our amazing city. I\xe2\x80\x99ve created a template on @BookCreatorApp for them to publish their own iBook about famous landmarks. Love adding the map feature for their geography topic #ADE #ADEUAE #CollabUAE #AppleEDUchat #EdTechUAE https://t.co/Bd7RFbARR5'
812,b'Great time collaborating with my pal @_ForTeachers today. Her Ss\xe2\x80\x99s video editing really took my imagination to 3 very different places based on the sounds and video filters she added to her video clip from @pexels on #imovie\n\n@AppleEDU #EveryoneCanCreate #AppleEDUchat #edtech https://t.co/LHhYtinf2f https://t.co/3BHvYK9plm'
813,b'RT @EDUcre8ive: \xf0\x9f\x92\x9a\n\nI love that iOS has screen capture - makes it so easy to do this kind of thing in the WeVideo app \n\n#edtech #edutwitter\xe2\x80\xa6'
814,b'\xf0\x9f\x92\x9a\n\nI love that iOS has screen capture - makes it so easy to do this kind of thing in the WeVideo app \n\n#edtech #edutwitter @googleearth #mieexpert #AppleEDUchat #edchat https://t.co/LM9y4h8WPo'
815,b'RT @klbeasley: #MediaMentorMonth gratitude:\n\n\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbd Share three things you are grateful for that mobile devices make possible. \n\n\xf0\x9f\x91\x89\xf0\x9f\x8f\xbc All activit\xe2\x80\xa6'
816,b'RT @klbeasley: #MediaMentorMonth gratitude:\n\n\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbd Share three things you are grateful for that mobile devices make possible. \n\n\xf0\x9f\x91\x89\xf0\x9f\x8f\xbc All activit\xe2\x80\xa6'
817,b'RT @doodlebunchedu: Use the force... the iPad gesture force! #Appleeduchat #procreate #ipad https://t.co/W0e3qbPJ5H'
818,b'Use the force... the iPad gesture force! #Appleeduchat #procreate #ipad https://t.co/W0e3qbPJ5H'
819,b'RT @_ehughes_: Markup on #iPad is just the best! \xe2\x9b\xb0 \n#AppleEDUchat #EveryoneCanCreate #ADE2021 #AppleTeacher #OutdoorLearning \xf0\x9f\x8c\x8d https://t.co\xe2\x80\xa6'
820,"b""RT @eslweb: It's International Women's Day! #ChooseToChallenge #IWD2021 I choose to challenge the stereotype that #Coding is just for men!\xe2\x80\xa6"""
821,"b""RT @EdTechLori: I've gathered a collection of templates, workbooks, &amp; learning journals created by amazing educators for my Ts, now I'm sha\xe2\x80\xa6"""
822,"b""It's International Women's Day! #ChooseToChallenge #IWD2021 I choose to challenge the stereotype that #Coding is just for men! #Programming was actually #female invented, #female compiled and #female dominated until the 1960s #everyonecancode #AppleEDUchat\nhttps://t.co/BwE0I1IXNo"""
823,b'Join hosts @Mrs_Educate &amp; @MrsLauraW March 9th 8pm GMT (9pm CET/12pm PT) for a discussion about promoting gender equality in education. See a preview of their questions in the #AppleTeacher Learning Center to help you prepare.\n#AppleEDUChat #IWD2021 \nhttps://t.co/I1don5zHwq https://t.co/Ss41IhHpXI'
824,b'RT @JacobWoolcock: \xe2\x98\x80\xef\xb8\x8fThis new #QuickLesson will get you exploring the Magic Move transition in #Keynote to create a Sunrise Scene.\n\n\xe2\x9b\x85\xef\xb8\x8fHave\xe2\x80\xa6'
825,b'RT @JacobWoolcock: \xe2\x98\x80\xef\xb8\x8fThis new #QuickLesson will get you exploring the Magic Move transition in #Keynote to create a Sunrise Scene.\n\n\xe2\x9b\x85\xef\xb8\x8fHave\xe2\x80\xa6'
826,"b'At one point he shared a Slovakian tradition of placing your left hand on the trunk of an old tree, asking it to share its wisdom. Let\xe2\x80\x99s go out there and be those trees for out students this week (well maybe with out the touching!) #edchat #teaching #wired2teach #AppleEDUchat https://t.co/UUE435KEQb'"
827,b'RT @klbeasley: #MediaMentorMonth gratitude:\n\n\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbd Share three things you are grateful for that mobile devices make possible. \n\n\xf0\x9f\x91\x89\xf0\x9f\x8f\xbc All activit\xe2\x80\xa6'
828,b'RT @JacobWoolcock: \xe2\x98\x80\xef\xb8\x8fThis new #QuickLesson will get you exploring the Magic Move transition in #Keynote to create a Sunrise Scene.\n\n\xe2\x9b\x85\xef\xb8\x8fHave\xe2\x80\xa6'
829,b'RT @JacobWoolcock: \xe2\x98\x80\xef\xb8\x8fThis new #QuickLesson will get you exploring the Magic Move transition in #Keynote to create a Sunrise Scene.\n\n\xe2\x9b\x85\xef\xb8\x8fHave\xe2\x80\xa6'
830,b'RT @JacobWoolcock: \xe2\x98\x80\xef\xb8\x8fThis new #QuickLesson will get you exploring the Magic Move transition in #Keynote to create a Sunrise Scene.\n\n\xe2\x9b\x85\xef\xb8\x8fHave\xe2\x80\xa6'
831,b'This is fun! #AppleEDUchat #RBAAchieve https://t.co/7pMHgiDFqK'
832,b'#MediaMentorMonth gratitude:\n\n\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbd Share three things you are grateful for that mobile devices make possible. \n\n\xf0\x9f\x91\x89\xf0\x9f\x8f\xbc All activities available at https://t.co/trVuN01cqN\n\n#AppleEDUchat #GoogleEI #MIEExpert #digcit #isedcoach #edtech @chamada @watnunu https://t.co/FtlDgcjddH'
833,b'RT @mat6453: New blog post. A plea for the children that thrived.  Some thoughts as we move back to the classroom to not forget those that\xe2\x80\xa6'
834,"b'RT @ASuizzo: Very funny streaming with my fellows ADE, presenting some webinar of the Apple Teacher Italia group! Follow us to discover sec\xe2\x80\xa6'"
835,b'Join @DunhamSchoolBR this Thursday for a lively conversation! Register today at https://t.co/ijUmfPMi6i @MaryE_Carruth #appledistinguishedschools #AppleEDUchat https://t.co/3Z875HG6UK'
836,b'RT @mat6453: New blog post. A plea for the children that thrived.  Some thoughts as we move back to the classroom to not forget those that\xe2\x80\xa6'
837,b'We displayed our creativity by using the @gotynker @GaragebandiOS and @scratch Apps on our iPads to practice coding and composing our own musical pieces! @AppleEDU #everyonecancreate  #AppleEDUchat #cascougarpride #kindergartencreators https://t.co/XhrDAObr9S'
838,b'New blog post. A plea for the children that thrived.  Some thoughts as we move back to the classroom to not forget those that have seen an alternative that worked. Think Creative #edutwitter #networkedchat #appleeduchat  https://t.co/lNsqfhqP15'
839,"b'May I ask if there is an actual day of the week and time that a #AppleEDUChat takes place? If so, who is the moderator? I am updating this Twitter Hashtag database https://t.co/rbVHg1An9e'"
840,"b'@HeadRoathPark Being part of the global Apple education community #AppleEduChat has been fundamental in my personal development in learning new approaches.  And opening up opportunities to see how it\xe2\x80\x99s done elsewhere, to learn from the best.  #networkedchat'"
841,"b'""Promoting Student Voice &amp; Choice""\n\nPlease join @LeahRossHenry MONDAY at 7pm Central for #LearnLAP!\n\n#tlapdownunder #tnedchat #1stchat #21stedchat #2ndaryela #2ndchat #2pencilchat #323learns #3rdchat #40CFPLN #4ocf #4thchat #5thchat #6thchat #7thchat #aimsnetwork #appleEDUchat https://t.co/tHtDlVajwD'"
842,b'RT @JacobWoolcock: \xe2\x98\x80\xef\xb8\x8fThis new #QuickLesson will get you exploring the Magic Move transition in #Keynote to create a Sunrise Scene.\n\n\xe2\x9b\x85\xef\xb8\x8fHave\xe2\x80\xa6'
843,"b'RT @ASuizzo: Very funny streaming with my fellows ADE, presenting some webinar of the Apple Teacher Italia group! Follow us to discover sec\xe2\x80\xa6'"
