Tweet,Date,Time,Twitter Handle
@elladennis02 @Naija_PR Kindly send us a direct message to enable us review and assist.,2023-03-20,12:09:58,ZenithBank
@SENOOORITTA Kindly send us a direct message to enable us review and assist.,2023-03-20,12:09:20,ZenithBank
"@ceejayshotit231 Kindly send a direct message to enable us review and assist.,",2023-03-20,12:06:57,ZenithBank
@VictorM23584190 Kindly send us a direct message to enable us review and assist.,2023-03-20,11:55:58,ZenithBank
@sarameech5 Kindly send us a DM to enable us to assist.,2023-03-20,10:39:51,ZenithBank
"Join us live on Zoom for the RT200 Workshop on March 28, 2023 at 9am.
Visit https://t.co/lacpJZDsKb to register.

#ZenithBank #RT200Workshop #March2023 #Monday https://t.co/XxB7tfvSjw",2023-03-20,10:29:34,ZenithBank
@care_pic44381 kindly dial *966*911# to block account,2023-03-20,10:27:09,ZenithBank
@Emmanue31717112 Please contact us via direct message for assistance.,2023-03-20,09:58:11,ZenithBank
"Good morning, how may we assist you today?

#ZenithBank #GoodMorning #ZenithCares #Monday #InYourBestInterest https://t.co/cSLhCE0kCD",2023-03-20,08:01:08,ZenithBank
@itx_rahim Please send us a direct message to enable us assist you.,2023-03-20,00:48:15,ZenithBank
"Today, we celebrate all the amazing mothers wherever you are.

Happy Mother’s Day from all of us at #ZenithBank 

#GoodMorning #MothersDay2023 #Sunday #Motherhood https://t.co/GH0UkWct52",2023-03-19,09:19:16,ZenithBank
@John_JP__ Kindly be advised that the platform to assist you is currently not available. Please chat us during business hour. Apologies for the inconvenience.,2023-03-18,20:43:09,ZenithBank
@Zaa_ddy Please check your DM.,2023-03-18,16:18:26,ZenithBank
@nasir_omoseki Please provide the intended mobile number.,2023-03-18,16:17:21,ZenithBank
@Florabbeylanko Please engage us via DM to enable us assist you.,2023-03-18,15:36:42,ZenithBank
@mikchygraphics Please engage us via DM to enable us assist youi.,2023-03-18,15:36:11,ZenithBank
@Mizwealth92 Kindly engage us via our DM for review and assistance.,2023-03-18,15:16:56,ZenithBank
@realdoublejoy Kindly state the exact challenge and reattempt.,2023-03-18,15:16:01,ZenithBank
@Nwannayelugo Kindly provide your account number to enable us review and assist.,2023-03-18,13:31:18,ZenithBank
@RealOkeyzie Please check DM for feedback.,2023-03-18,13:04:02,ZenithBank
"M O T H E R H O O D

A journey that’s full of wonder,
And new things to discover.
A gift that we never outgrow,
A blessing from above.
A journey of a lifetime,
That leaves an imprint on our hearts.

Happy Mother’s Day from all of us at #ZenithBank #MothersDay2023 #Saturday https://t.co/W8XP2BPq80",2023-03-18,09:39:54,ZenithBank
"Tell us in the comments.

#ZenithBank #MothersDay2023 #Thankful #Gratitude #GoodMorning #ZenithCares #Saturday #Weekend https://t.co/VQxljmwsDH",2023-03-18,05:13:10,ZenithBank
@AreaJaguda @firstladyship Please contact us via direct message for assistance.,2023-03-18,03:52:25,ZenithBank
"@KWAIRANGA1 With reference to your enquiry, please indicate:
•Account number.
•Account Name
•Registered Address
•Date of birth
•Mother’s maiden name
•Registered phone number
•Domiciled branch
•3 recent transactions
• date and amount of the transaction in question.",2023-03-17,14:13:29,ZenithBank
"ZWoman Business Package is designed to address the unique needs of women-owned businesses. Visit https://t.co/k1GQmFXpYX /loan to learn more or walk into any of our branches.

#ZenithBank #InYourBestInterest #Friday #TGIF https://t.co/PUgkoFSbdP",2023-03-17,12:44:51,ZenithBank
@luh_meee @jidesanwoolu Please send us a DM to enable us review and assist. Thank you.,2023-03-17,08:26:34,ZenithBank
"Share something special about your Mother in the comments and you could win her N50,000 Zenith Gift Card for Mother's Day.

#ZenithBank #InYourBestInterest #ZenithCares #MothersDay2023 #GiftCard #Friday #TGIF https://t.co/54SmBLxgQf",2023-03-17,08:08:33,ZenithBank
@sweetbwoy_ Kindly engage us via a direct message to enable us assist you accordingly.,2023-03-17,07:47:59,ZenithBank
@BAT2023mandate Kindly engage us via a direct message to enable us assist you accordingly.,2023-03-17,07:44:07,ZenithBank
@sedofbobs2004 Kindly engage us via a direct message to enable us assist you accordingly.,2023-03-17,07:30:09,ZenithBank
@CODED65940867 Kindly send us a private message to enable us assist you.,2023-03-17,07:24:43,ZenithBank
@Agbekealagbo @teemah_lady Kindly engage us via a direct message to enable us assist you accordingly.,2023-03-17,07:24:11,ZenithBank
@Osagie87 @David_Obinga @cenbank Kindly engage us via a direct message to enable us assist you accordingly.,2023-03-17,07:22:44,ZenithBank
@Joe_debor Kindly engage us via a direct message to enable us assist you accordingly.,2023-03-17,07:18:28,ZenithBank
@bello_mo1 Kindly engage us via a direct message to enable us assist you accordingly.,2023-03-17,07:12:11,ZenithBank
@jennieobi2 Kindly engage us via a direct message to enable us assist you accordingly.,2023-03-17,07:09:55,ZenithBank
@negedu_naomi @instablog9ja Kindly engage us via a direct message to enable us assist you accordingly.,2023-03-17,07:08:29,ZenithBank
@adebayo_allison @bod_republic Please provide more information on your enquiry/request to enable us assist you accordingly.,2023-03-17,07:07:33,ZenithBank
@VivianNwankwo18 Kindly engage us via a direct message to enable us assist you accordingly.,2023-03-17,07:04:43,ZenithBank
@OlufemiOmiyale Kindly engage us via a direct message to enable us assist you accordingly.,2023-03-17,07:03:03,ZenithBank
@jokeyhills Kindly engage us via a direct message to enable us assist you accordingly.,2023-03-17,07:02:15,ZenithBank
@giwa_sherif @FunctionalPapi Kindly engage us via a direct message to enable us assist you accordingly.,2023-03-17,04:03:48,ZenithBank
@Timzystar74 Kindly engage us via a direct message to enable us assist you accordingly.,2023-03-17,03:39:20,ZenithBank
@LionelLancelot Kindly engage us via a direct message to enable us assist you accordingly.,2023-03-16,23:02:07,ZenithBank
"Important Public Notice!

#ZenithBank https://t.co/gJOfL4Y9vg",2023-03-16,18:35:39,ZenithBank
"Get your Mum a Zenith Bank Gift Card for Mother's Day and let her choose her ideal gift.

#ZenithCares #MothersDay2023 #ZenithBank #GiftCard #IdealGift https://t.co/7hcmIwthhV",2023-03-16,14:58:55,ZenithBank
"@Esanumi1 @fccpcnigeria @cenbank With reference to your complaint/request, please indicate:
• Account Number
• Account Name
• Expected amount/Details of the sender/Date of Transaction.
• Date of birth
• Registered phone number
• Details of 2 recent transactions on your account",2023-03-16,11:25:29,ZenithBank
@GoziOleks_ Please go ahead,2023-03-16,09:54:50,ZenithBank
"Be intentional in showing you care.
#ZenithBank #MothersDay2023 #GoodMorning #DigitalBanking #CashlessPayment https://t.co/vOMbhFkVrE",2023-03-16,09:25:16,ZenithBank
@ZeusHillz Kindly send us a direct message to enable us review and assist.,2023-03-16,07:27:43,ZenithBank
@Jrfestus1 @the_klef @yabaleftonline Kindly send us a direct message to enable us review and assist.,2023-03-16,07:12:31,ZenithBank
@taiwoemmanuel85 @myaccessbank @accessbank_help Kindly send us a direct message to enable us review and assist.,2023-03-16,07:11:23,ZenithBank
@Oyinflawless Kindly send us a direct message to enable us review and assist.,2023-03-16,07:05:31,ZenithBank
@Mkj49042786 @zenithbankshr Kindly send us a direct message to enable us review and assist.,2023-03-16,07:04:18,ZenithBank
@kerenzi2 @Naija_PR Kindly send us a direct message to enable us review and assist.,2023-03-16,06:46:02,ZenithBank
@artdesigntoken7 Kindly send us a direct message to enable us review and assist.,2023-03-16,06:41:27,ZenithBank
@bigman_ojevwe @palmpay_ng Kindly send us a direct message to enable us review and assist.,2023-03-16,06:38:49,ZenithBank
@Gbenga59094545 @access_more @palmpay_ng Kindly send us a direct message to enable us review and assist.,2023-03-16,06:38:07,ZenithBank
@MakanakiSkuki Kindly send us a direct message to enable us review and assist.,2023-03-16,06:32:28,ZenithBank
"@macdhunng Kindly provide your account number, date  phone number recharged and amount of the transaction to aid review and assistance.",2023-03-15,16:09:49,ZenithBank
"@Covenant30 Hello, thank you for contacting Zenith bank. How may we be of assistance today?",2023-03-15,14:48:58,ZenithBank
@rashnon9237 Kindly send us a direct message to enable us review and assist.,2023-03-15,13:49:54,ZenithBank
@UdaraUkpor @zenith Kindly send us a direct message to enable us review and assist.,2023-03-15,13:42:12,ZenithBank
@Kh_ae_zee Kindly be advised to visit any of our branches to lift restriction on your account.,2023-03-15,13:41:14,ZenithBank
"@Miss_Makka @Mailantarki_Ttk Please send us a direct  message to enable us review and assist.,",2023-03-15,13:09:46,ZenithBank
@Lekin_z Kindly send us a direct message to enable us review and assist.,2023-03-15,13:07:14,ZenithBank
@Kingsle77441380 Please send us a direct message to enable us review and assist.,2023-03-15,13:00:40,ZenithBank
@solanafunchain @PeterObi Please send us a direct message to enable us review and assist.,2023-03-15,12:58:31,ZenithBank
@creativjess Kindly us a direct message to enable us review and assist.,2023-03-15,12:39:45,ZenithBank
@Dolly_jay09 @MTN180 @call_me_symone @MTNNG Kindly send us a direct message to enable us review and assist.,2023-03-15,12:39:06,ZenithBank
@oreoluwa_PTN @FavourL92406730 @PulseNigeria247 @MTNNG Kindly send us a direct message to enable us review and assist.,2023-03-15,12:34:43,ZenithBank
@bbgurlchi Kindly send us a direct message to enable us review and assist.,2023-03-15,12:27:01,ZenithBank
"Enjoy competitive interest rates, free digital services and lots more when you open an account with us. Simply visit https://t.co/k1GQmFXpYX to get started.
#ZenithBank #InYourBestInterest #Wednesday #ZenithCares https://t.co/IUagB3ueRJ",2023-03-15,11:59:24,ZenithBank
@Eazee43748318 @bod_republic Kindly send us a direct message to enable us review and assist.,2023-03-15,11:57:14,ZenithBank
@odogwu121 Kindly send us a direct message to enable us review and assist.,2023-03-15,11:53:26,ZenithBank
@achisolo @coolestkunmi @cenbank Kindly send us a direct message to enable us review and assist.,2023-03-15,11:52:52,ZenithBank
@martins_omidiji @myaccessbank @FirstBankngr @FBN_help Kindly send a direct message to enable us review and assist.,2023-03-15,11:40:55,ZenithBank
@Jackuz1 Kindly engage us via a direct message to enable us assist you accordingly.,2023-03-15,10:36:27,ZenithBank
@Solomon1234520 Kindly send us a direct message to enable us review and assist.,2023-03-15,09:59:29,ZenithBank
"@Princedesire20 Kindly provide your account number, date  phone number recharged and amount of the transaction to aid review and assistance.",2023-03-15,09:48:19,ZenithBank
@martins_omidiji @IRVlagos @myaccessbank @FirstBankngr Please send us a direct message to enable us review and assist.,2023-03-15,09:34:08,ZenithBank
@callsamlanre1 Kindly be advised that your failed airtime has been escalated and feedback is expected within 48 working hours.,2023-03-15,09:32:59,ZenithBank
@oseni_biodun Kindly send us a direct message to enable us review and assist.,2023-03-15,09:27:31,ZenithBank
"@KAZUGIFT Hello, thank you for contacting Zenith bank. How may we be of assistance today?",2023-03-15,09:25:26,ZenithBank
@AmbcrestE @MobilePunch @PaystackSupport @paystack Kindly send us a direct message to enable us review and assist.,2023-03-15,09:21:34,ZenithBank
"What you do today, will have an impact on your tomorrow.
#ZenithBank #InYourBestInterest #ZenithCares #Wednesday #GoodMorning https://t.co/NzYodq83MO",2023-03-15,07:36:20,ZenithBank
@techupcreatives @yabaleftonline Kindly send us a direct message to enable us review and assist.,2023-03-15,06:19:57,ZenithBank
@OmitoyeJoshua Kindly send us a DM to enable us to assist.,2023-03-15,05:52:29,ZenithBank
"@Peace150516331 With reference to your inquiry, kindly provide the following information
• Account Name and Account Number
• Domicile branch
• Date of birth
* 3 recent transactions
* Sender details and amount.

To enable us assist you. Thank you",2023-03-14,15:06:52,ZenithBank
@TheSpot_Naija @yabaleftonline @MTN180 Kindly engage us via a direct message to enable us assist you accordingly.,2023-03-14,14:45:44,ZenithBank
"@RchardTeddy Hello, thank you for contacting Zenith bank. How may we be of assistance today?",2023-03-14,13:58:19,ZenithBank
@Adebayo64599735 Kindly provide  your phone number to enable us assist you.,2023-03-14,13:54:28,ZenithBank
@MrMjay4 Kindly engage us via a direct message to enable us assist you accordingly.,2023-03-14,12:34:37,ZenithBank
@hibiscus_o @ChukwuOnyemaec1 @AdunIfe84887718 Kindly send us a DM to enable us to assist.,2023-03-14,12:26:49,ZenithBank
@MhzNezy @dexter4guys Kindly send us a DM to enable us to assist.,2023-03-14,11:58:07,ZenithBank
@segun_ojo Kindly engage us via a direct message to enable us assist you accordingly.,2023-03-14,11:40:28,ZenithBank
"@1RichGospel @yabaleftonline Dear @1RichGospel, please engage us via DM to enable us assist. Thank you.",2023-03-14,11:13:00,ZenithBank
@EmmanuelUg23809 Kindly engage us via a direct message to enable us assist you accordingly.,2023-03-14,10:43:28,ZenithBank
"@OEnikanorogbon Hello, thank you for contacting Zenith bank. How may we be of assistance today?",2023-03-14,10:06:47,ZenithBank
@Nneamak60962079 @HenshawKate Kindly send us direct message to enable us review and assist.,2023-03-14,09:57:15,ZenithBank
@the_klef @yabaleftonline Kindly send us a direct message to enable us review and assist.,2023-03-14,09:47:37,ZenithBank
@Dont_Panic22 Please send us a direct message to enable us review and assist.,2023-03-14,08:36:55,ZenithBank
@RichardsGospel Kindly send us a DM to enable us to assist.,2023-03-14,08:20:59,ZenithBank
@tush_daddy1 @channelstv @AirtelNigeria Kindly send us a direct message to enable us review and assist.,2023-03-14,06:55:12,ZenithBank
@benzvi16 @cenbank Kindly send us a direct message to enable us review and assist.,2023-03-14,06:53:55,ZenithBank
@fadamosesokon @realkenokonkwo @RemitaNET Kindly send us a direct message to enable us review and assist.,2023-03-14,06:52:06,ZenithBank
@NextPageStatus Kindly send us a direct message to enable us review and assist.,2023-03-14,06:47:16,ZenithBank
@iamsoa12 @PeterObi Kindly send us a direct message to enable us review and assist.,2023-03-14,06:46:06,ZenithBank
