,Tweets
1768,"b'@motorolaindia My guesses are:\n\n\xf0\x9f\x94\xb9 Moto G10 Power}  \xe2\x82\xb912,990/-\n\xf0\x9f\x94\xb9 Moto G30}              \xe2\x82\xb916,990/-\n\n#PowerfulAllRounder #SolidAllRounder #GuessThePrice #AsliAllRounders #Contest #motog10power #motog30 \n@motorolaindia \n\nJoin friends\n@toposant55 @prachimana @geetztandon @porwal_shilpi @iMRobii'"
1769,b'RT @motorolaindia: Wish to win a #PowerfulAllRounder or a #SolidAllRounder? Just #GuessThePrice of both the #AsliAllRounders. #Contest ends\xe2\x80\xa6'
1770,"b'@motorolaindia My guesses wud be:\n\nMoto g10 POWER - 11,999/-\n\nMoto g30 - 15,999/-\n \n#PowerfulAllRounder  \n\n#SolidAllRounder #GuessThePrice  #AsliAllRounders\n#Contest \xc2\xa0\n#motog10power  #motog30\n\n@motorolaindia \n\nJOIN IN\n@HarshKasana19 \n@dashingg_md \n@mysterioussu'"
1771,"b'RT @motorolaindia: Feel the freedom to explore more with a powerful 6000 mAh Battery that lasts up to 67 hours* on a single charge, quite l\xe2\x80\xa6'"
1772,"b'RT @motorolaindia: Feel the freedom to explore more with a powerful 6000 mAh Battery that lasts up to 67 hours* on a single charge, quite l\xe2\x80\xa6'"
1773,"b'RT @motorolaindia: Make the best of every moment with the #PowerfulAllRounder that comes with a 6000 mAh battery, 48MP Quad Camera, Advance\xe2\x80\xa6'"
1774,"b'@motorolaindia For Moto G10Power price should be \xe2\x82\xb913,990/- \nFor Moto G30 price should be \xe2\x82\xb916,990/-\n#motog10power #MotoG30 \n\nJoin\n@harsh_4892 @Purvaa5 @kcharanreddy2'"
1775,b'RT @motorolaindia: Wish to win a #PowerfulAllRounder or a #SolidAllRounder? Just #GuessThePrice of both the #AsliAllRounders. #Contest ends\xe2\x80\xa6'
1776,"b'@motorolaindia For Moto G10Power price should be \xe2\x82\xb910,999/- \nFor Moto G30 price should be \xe2\x82\xb913,999/-\n#motog10power #MotoG30\n@PrasannaChavann @vaibhav9095 \xf0\x9f\x98\x80'"
1777,b'RT @motorolaindia: Wish to win a #PowerfulAllRounder or a #SolidAllRounder? Just #GuessThePrice of both the #AsliAllRounders. #Contest ends\xe2\x80\xa6'
1778,"b'For Moto G10Power price should be \xe2\x82\xb910,999/- \nFor Moto G30 price should be \xe2\x82\xb913,999/- \xf0\x9f\x94\xa5\n#motog10power #MotoG30\n@PrasannaChavann @vaibhav9095 \xf0\x9f\x94\xa5 https://t.co/lN1svFu9J8'"
1779,b'RT @motorolaindia: Wish to win a #PowerfulAllRounder or a #SolidAllRounder? Just #GuessThePrice of both the #AsliAllRounders. #Contest ends\xe2\x80\xa6'
1780,b'RT @motorolaindia: Wish to win a #PowerfulAllRounder or a #SolidAllRounder? Just #GuessThePrice of both the #AsliAllRounders. #Contest ends\xe2\x80\xa6'
1781,"b'@motorolaindia #motog10power Price= \xe2\x82\xb912,499/-\n#motog30 Price = \xe2\x82\xb914,999/-\n\n@deepak_singhk @Prahlad_29'"
1782,b'RT @motorolaindia: Wish to win a #PowerfulAllRounder or a #SolidAllRounder? Just #GuessThePrice of both the #AsliAllRounders. #Contest ends\xe2\x80\xa6'
1783,"b'@motorolaindia #motog10power is \xe2\x82\xb911,999\n#motog30 is \xe2\x82\xb913,999\n\n@motorolaindia \nJoin\n@mananhawk \n@monikastar15 \n@Lvly123Singh'"
1784,"b'@motorolaindia For Moto G10Power price should be \xe2\x82\xb912,999/- \nFor Moto G30 price should be \xe2\x82\xb916,999/-\n#motog10power #MotoG30\nHope to be lucky @motorolaindia @SamimaYasmin10 @SKMDHabib17'"
1785,b'@motorolaindia \xf0\x9f\xa6\x84\xf0\x9f\x8e\x89 Moto g\xc2\xb9\xe2\x81\xb0 power \xe2\x9c\xa8 \xe2\x82\xb913999/-\n\n\xf0\x9f\xa6\x84\xf0\x9f\x8e\x89Moto g\xc2\xb3\xe2\x81\xb0  \xe2\x9c\xa8 \xe2\x82\xb915999/-\n\n#PowerfulAllRounder #SolidAllRounder #motog10power #motog30 #GuessThePrice #AsliAllRounders #Winner\n@motorolaindia Join @Dazzlingcutie1 @mysterioussu\n@imPalak18 @abha_mishra19 @Smiley_Bharati'
1786,b'RT @motorolaindia: Wish to win a #PowerfulAllRounder or a #SolidAllRounder? Just #GuessThePrice of both the #AsliAllRounders. #Contest ends\xe2\x80\xa6'
1787,b'RT @motorolaindia: Wish to win a #PowerfulAllRounder or a #SolidAllRounder? Just #GuessThePrice of both the #AsliAllRounders. #Contest ends\xe2\x80\xa6'
1788,"b'@motorolaindia For Moto G10Power price should be \xe2\x82\xb911,999/- \nFor Moto G30 price should be \xe2\x82\xb913,999/-\n#motog10power #MotoG30 @motorolaindia Tagging @SKMDHabib17 @SamimaYasmin10'"
1789,b'RT @motorolaindia: Wish to win a #PowerfulAllRounder or a #SolidAllRounder? Just #GuessThePrice of both the #AsliAllRounders. #Contest ends\xe2\x80\xa6'
1790,"b'@motorolaindia Moto g\xc2\xb9\xe2\x81\xb0 Power - \xe2\x82\xb911,999/-\n\nMoto g\xc2\xb3\xe2\x81\xb0 - \xe2\x82\xb912,999/-\n\n#PowerfulAllRounder #SolidAllRounder #GuessThePrice #AsliAllRounders #Contest  #motog10power #motog30 \n@motorolaindia @pink__pari @ajaybhai25'"
1791,b'@motorolaindia Moto g10 power\xe2\x9c\x93 \xe2\x82\xb914999\nMoto g30\xe2\x9c\x93 \xe2\x82\xb915999\n\n#PowerfulAllRounder #SolidAllRounder #motog10power #motog30 #GuessThePrice #AsliAllRounders \n@motorolaindia \nJoin\n@imPalak18\n@VHetal\n@Nitish_nix\n@SassyAnokhi_ \n@acidkidrock \n@abha_mishra19 \n@Smiley_Bharati \n@tooth_saviour \n@LuvyaJoshi'
1792,"b'@motorolaindia My guess\xf0\x9f\x91\x87\n\n\xf0\x9f\x91\x89Moto G10Power price  \xe2\x82\xb912,999/- \n\n\xf0\x9f\x91\x89Moto G30 price  \xe2\x82\xb917,999/-\n\n#motog10power \n\n#MotoG30\n\n@motorolaindia \xe2\x9d\xa4\nJoin friends\n@inakbar\n@Sanket_b23 \n@pank_10 \n@cool_bindra'"
1793,b'RT @motorolaindia: Wish to win a #PowerfulAllRounder or a #SolidAllRounder? Just #GuessThePrice of both the #AsliAllRounders. #Contest ends\xe2\x80\xa6'
1794,b'RT @motorolaindia: Wish to win a #PowerfulAllRounder or a #SolidAllRounder? Just #GuessThePrice of both the #AsliAllRounders. #Contest ends\xe2\x80\xa6'
1795,b'RT @motorolaindia: Wish to win a #PowerfulAllRounder or a #SolidAllRounder? Just #GuessThePrice of both the #AsliAllRounders. #Contest ends\xe2\x80\xa6'
1796,"b""RT @KarthiPrasath26: @motorolaindia For #motog10power it's \xe2\x82\xb913,056\nFor #Motog30 it's \xe2\x82\xb915,667 \n\n#PowerfulAllRounder #SolidAllRounder #AsliAl\xe2\x80\xa6"""
1797,"b'@motorolaindia For Moto G10Power price should be \xe2\x82\xb914,990/- \nFor Moto G30 price should be \xe2\x82\xb915,990/-\n#motog10power #MotoG30 \nTag\n@Miss_bhati20 \n@AchaluramB'"
1798,b'RT @motorolaindia: Wish to win a #PowerfulAllRounder or a #SolidAllRounder? Just #GuessThePrice of both the #AsliAllRounders. #Contest ends\xe2\x80\xa6'
1799,"b'@motorolaindia Motog10 Power :- 10,499/-\nMotog30 :- 12,499/-\n\n#PowerfulAllRounder #SolidAllRounder #GuessThePrice #AsliAllRounders\n#Contest #motog10power #motog30\n\nTag My Two Friends \xe2\xa4\xb5\xef\xb8\x8f\n@the_inzpired \n@sun_itsSD \n\n@motorolaindia'"
1800,b'RT @motorolaindia: Wish to win a #PowerfulAllRounder or a #SolidAllRounder? Just #GuessThePrice of both the #AsliAllRounders. #Contest ends\xe2\x80\xa6'
1801,"b'@motorolaindia Moto G10 Power price should be \xe2\x82\xb912,999/-\n\nMoto G30 price should be \xe2\x82\xb917,999/-\n\n#motog10power #MotoG30\n#PowerFulAllRounder\n#SolidAllRounder \n#AsliAllRounders\n\nJoin  friends \n@HeeraKh07676181 \n@AbdulGufar6'"
1802,b'@motorolaindia Moto g10 power \xe2\x80\x90\xe2\x80\x90\xe2\x80\x90\xe2\x80\x90\xe2\x80\x90\xe2\x80\x90\xe2\x80\x90\xe2\x80\x90\xe3\x80\x8b\xe2\x82\xb914999\nMoto g30 \xe2\x80\x90\xe2\x80\x90\xe2\x80\x90\xe2\x80\x90\xe2\x80\x90\xe2\x80\x90-\xe3\x80\x8b \xe2\x82\xb915999\n\n#PowerfulAllRounder #SolidAllRounder #motog10power #motog30 #GuessThePrice #AsliAllRounders \n@motorolaindia\n \nJoin @impalak18 @kusumsolanki17 @goldqueenie4 @AvanParihar @KunalPa55271476'
1803,b'RT @motorolaindia: Wish to win a #PowerfulAllRounder or a #SolidAllRounder? Just #GuessThePrice of both the #AsliAllRounders. #Contest ends\xe2\x80\xa6'
1804,b'RT @motorolaindia: Wish to win a #PowerfulAllRounder or a #SolidAllRounder? Just #GuessThePrice of both the #AsliAllRounders. #Contest ends\xe2\x80\xa6'
1805,"b'I Guess\n\nMoto G10 Power @ \xe2\x82\xb912,999/- \nMoto G30 @ \xe2\x82\xb917,999/-\n\n#motog10power #MotoG30\n@motorolaindia \nTags\n@preetgs45 \n@DSRana1275 \n@mkrana4580 \n@tamrakar_savita \n@MeetuChopra2 https://t.co/93QMgF4og5'"
1806,"b'@motorolaindia For Moto G10Power price should be \xe2\x82\xb912,999/- \nFor Moto G30 price should be \xe2\x82\xb917,999/-\n#motog10power #MotoG30'"
1807,b'RT @motorolaindia: Wish to win a #PowerfulAllRounder or a #SolidAllRounder? Just #GuessThePrice of both the #AsliAllRounders. #Contest ends\xe2\x80\xa6'
1808,b'RT @motorolaindia: Wish to win a #PowerfulAllRounder or a #SolidAllRounder? Just #GuessThePrice of both the #AsliAllRounders. #Contest ends\xe2\x80\xa6'
1809,"b'@motorolaindia I Guess\n\nMoto G10 Power @ \xe2\x82\xb912,999/- \nMoto G30 @ \xe2\x82\xb917,999/-\n\n#motog10power #MotoG30\n@motorolaindia \nTags\n@preetgs45 \n@DSRana1275 \n@mkrana4580 \n@tamrakar_savita \n@MeetuChopra2'"
1810,"b'@motorolaindia For Moto G10Power price should be \xe2\x82\xb912,999/- \nFor Moto G30 price should be \xe2\x82\xb916,999/-\n#motog10power #MotoG30\n@motorolaindia \n\nJoin @RiyazAh65280487 \n@salluansari001 \n@next3ar'"
1811,b'RT @Dazzlingcutie1: @motorolaindia Moto g10 power \xf0\x9f\x91\x89 \xe2\x82\xb914999\nMoto g30 \xf0\x9f\x91\x89 \xe2\x82\xb915999\n\n#PowerfulAllRounder #SolidAllRounder #motog10power #motog30 #\xe2\x80\xa6'
1812,b'RT @motorolaindia: Wish to win a #PowerfulAllRounder or a #SolidAllRounder? Just #GuessThePrice of both the #AsliAllRounders. #Contest ends\xe2\x80\xa6'
1813,b'@motorolaindia Moto g10 power - \xe2\x82\xb912999\nMoto g30 - \xe2\x82\xb9 15999\n\n#PowerfulAllRounder  \n#SolidAllRounder\n#motog10power\n#motog30\nTagging  @imAjayKewat @ajaybhai25'
1814,b'RT @motorolaindia: Wish to win a #PowerfulAllRounder or a #SolidAllRounder? Just #GuessThePrice of both the #AsliAllRounders. #Contest ends\xe2\x80\xa6'
1815,"b'@motorolaindia Moto G10 \xe2\x82\xb9 11,499 and Moto G30 \xe2\x82\xb913,499\n #motog10power #motog30\n\n@blessedkamal \n@joshi_navnath \n@SassyAnokhi_'"
1816,"b'@motorolaindia Moto G10 Power price should b 11,999\nMoto G30 price would be 14,999\n\n#motog10power #MotoG30 \n@BHAVESH68375739 @devalghai'"
1817,"b'RT @motorolaindia: Introducing #motog10power, the perfect #PowerfulAllRounder! It comes with a 6000 mAh battery, 48MP Quad Camera, ThinkShi\xe2\x80\xa6'"
1818,b'RT @motorolaindia: Wish to win a #PowerfulAllRounder or a #SolidAllRounder? Just #GuessThePrice of both the #AsliAllRounders. #Contest ends\xe2\x80\xa6'
1819,b'RT @motorolaindia: Wish to win a #PowerfulAllRounder or a #SolidAllRounder? Just #GuessThePrice of both the #AsliAllRounders. #Contest ends\xe2\x80\xa6'
1820,"b'@motorolaindia I Think The  Moto G10Power Will Be Priced Should Be \xe2\x82\xb914,990/- \nAnd The  Moto G30 would Be Priced Around \xe2\x82\xb915,990/-\n#motog10power #MotoG30 \n@theprernaa @imbevda'"
1821,"b'@motorolaindia \xf0\x9f\x91\x89 Moto G10Power price should be \xe2\x82\xb912,999/- \n\n\xf0\x9f\x91\x89 Moto G30 price should be \xe2\x82\xb917,999/-\n\n#motog10power #motog30 \n@motorolaindia \n\nTag\n@Mahi23011 \n@GamingGirl007 \n@Romald27570170 \n@SivaBharathiK2 \n@Mitesh22392014 \n@prabhakarmahaj1'"
1822,"b'@motorolaindia #motog10power #MotoG30 \n\n11,999 and  15,999 respectively'"
1823,"b'RT @motorolaindia: Feel the freedom to explore more with a powerful 6000 mAh Battery that lasts up to 67 hours* on a single charge, quite l\xe2\x80\xa6'"
1824,b'RT @motorolaindia: Wish to win a #PowerfulAllRounder or a #SolidAllRounder? Just #GuessThePrice of both the #AsliAllRounders. #Contest ends\xe2\x80\xa6'
1825,b'RT @motorolaindia: Wish to win a #PowerfulAllRounder or a #SolidAllRounder? Just #GuessThePrice of both the #AsliAllRounders. #Contest ends\xe2\x80\xa6'
1826,"b""RT @KarthiPrasath26: @motorolaindia For #motog10power it's \xe2\x82\xb913,056\nFor #Motog30 it's \xe2\x82\xb915,667 \n\n#PowerfulAllRounder #SolidAllRounder #AsliAl\xe2\x80\xa6"""
1827,"b'RT @Shalu_Nandini: @motorolaindia Moto G10 \xe2\x82\xb9 12,399 and Moto G30 \xe2\x82\xb914,399\n #motog10power #motog30\n@anublue30 \n@i_paritosh'"
1828,"b""RT @KarthiPrasath26: @motorolaindia For #motog10power it's \xe2\x82\xb913,056\nFor #Motog30 it's \xe2\x82\xb915,667 \n\n#PowerfulAllRounder #SolidAllRounder #AsliAl\xe2\x80\xa6"""
1829,b'RT @motorolaindia: Wish to win a #PowerfulAllRounder or a #SolidAllRounder? Just #GuessThePrice of both the #AsliAllRounders. #Contest ends\xe2\x80\xa6'
1830,"b'RT @motorolaindia: Make the best of every moment with the #PowerfulAllRounder that comes with a 6000 mAh battery, 48MP Quad Camera, Advance\xe2\x80\xa6'"
1831,"b""@motorolaindia For #motog10power it's \xe2\x82\xb913,056\nFor #Motog30 it's \xe2\x82\xb915,667 \n\n#PowerfulAllRounder #SolidAllRounder #AsliAllRounder \n\nTag \n@manoj_ece \n@Thalarasigan_AG \n@arojohnbritto \n@Harikri89352094 \n@alluarjun_offii \n@HARI_BUNNY_ \n@Santa29113166 \n@Dinesh_the_star \n@im_shibin_d"""
1832,"b'@motorolaindia Moto G10 Power price should be \xe2\x82\xb912,999/-\n\nMoto G30 price should be \xe2\x82\xb917,999/-\n\n#motog10power #MotoG30\n@motorolaindia \n\nJoin  friends @AnjumChats @Gayathrimohan_'"
1833,"b'RT @motorolaindia: Make the best of every moment with the #PowerfulAllRounder that comes with a 6000 mAh battery, 48MP Quad Camera, Advance\xe2\x80\xa6'"
1834,b'RT @motorolaindia: Wish to win a #PowerfulAllRounder or a #SolidAllRounder? Just #GuessThePrice of both the #AsliAllRounders. #Contest ends\xe2\x80\xa6'
1835,b'@motorolaindia Moto g10 power: \xe2\x82\xb910999/-\nMoto g30: \xe2\x82\xb9 12999/-\n\n#motog10power\n#motog30\nJoin\n@Sandipdey_99 \n@Pareek197 \n@naveeeennnn \n@Sanjeev74214978 \n@Subh7Verma'
1836,b'RT @motorolaindia: Wish to win a #PowerfulAllRounder or a #SolidAllRounder? Just #GuessThePrice of both the #AsliAllRounders. #Contest ends\xe2\x80\xa6'
1837,"b'@motorolaindia For Moto G10Power price should be \xe2\x82\xb911,999/- \nFor Moto G30 price should be \xe2\x82\xb916,999/-\n#motog10power #MotoG30\n@motorolaindia #PowerfulAllRounder #SolidAllRounder  #AsliAllRounders \n\nJoin Friends: \n\n@mfaizan4500 @BikashKumar2696 @Im_ManishVerma @adityawakchaur'"
1838,b'@motorolaindia #motog10power 11999 \n#MotoG30 15999 \n join @babubeg1 @SUBIRedm @Ironman_999_ @Kalpanac9001 @SayanC989'
1839,b'RT @motorolaindia: Wish to win a #PowerfulAllRounder or a #SolidAllRounder? Just #GuessThePrice of both the #AsliAllRounders. #Contest ends\xe2\x80\xa6'
1840,b'@motorolaindia Moto g10 power: \xe2\x82\xb910990/-\nMoto g30: \xe2\x82\xb9 12990 /-\n\n#PowerfulAllRounder  \n#SolidAllRounder\n#motog10power\n#motog30'
1841,b'@motorolaindia Moto g10 power: \xe2\x82\xb910990\nMoto g30: \xe2\x82\xb9 12990\n\n#PowerfulAllRounder  \n#SolidAllRounder\n#motog10power\n#motog30 \n \nJoin\n@santosh_godage \n@Sanket_b23 \n@Officialy_Sana'
1842,"b'@motorolaindia Participated \xf0\x9f\x94\x83\nMoto g10 Power }\xe2\x82\xb912,999.\nMoto g30 } \xe2\x82\xb915,999.\n#PowerfulAllRounder #SolidAllRounder #GuessThePrice #AsliAllRounders #Contest #motog10power #motog30 \n@motorolaindia\nJoin Guys \xe2\xac\x87\xef\xb8\x8f\n@ParamTamboli @gopalakrishnan5 https://t.co/wJSqdL5pp1'"
1843,b'RT @Dazzlingcutie1: @motorolaindia Moto g10 power \xf0\x9f\x91\x89 \xe2\x82\xb914999\nMoto g30 \xf0\x9f\x91\x89 \xe2\x82\xb915999\n\n#PowerfulAllRounder #SolidAllRounder #motog10power #motog30 #\xe2\x80\xa6'
1844,b'RT @motorolaindia: Wish to win a #PowerfulAllRounder or a #SolidAllRounder? Just #GuessThePrice of both the #AsliAllRounders. #Contest ends\xe2\x80\xa6'
1845,b'@motorolaindia I Guess \xf0\x9f\xa4\x94\n(1) Motog10power - 13999/-\n(2) Motog30 - 14999/-\nWish to win  #PowerfulAllRounder  #SolidAllRounder #GuessThePrice  #AsliAllRounders. #Contest \xc2\xa0\n #motog10power  #motog30\n  #motog30\n\n@kitchen_amma\n@AmarjeetMarwaha\n@Mohamme51945026'
1846,"b'@motorolaindia For Moto G10Power price should be \xe2\x82\xb914,990/- \nFor Moto G30 price should be \xe2\x82\xb915,990/-\n#motog10power #MotoG30 @MobsPhoto @ManishG14490219'"
1847,b'RT @motorolaindia: Wish to win a #PowerfulAllRounder or a #SolidAllRounder? Just #GuessThePrice of both the #AsliAllRounders. #Contest ends\xe2\x80\xa6'
1848,"b'@motorolaindia Moto G10 \xe2\x82\xb9 12,399 and Moto G30 \xe2\x82\xb914,399\n #motog10power #motog30\n@anublue30 \n@i_paritosh'"
1849,b'RT @motorolaindia: Wish to win a #PowerfulAllRounder or a #SolidAllRounder? Just #GuessThePrice of both the #AsliAllRounders. #Contest ends\xe2\x80\xa6'
1850,b'RT @motorolaindia: Wish to win a #PowerfulAllRounder or a #SolidAllRounder? Just #GuessThePrice of both the #AsliAllRounders. #Contest ends\xe2\x80\xa6'
1851,b'@motorolaindia Moto g10 power - \xe2\x82\xb914999\nMoto g30 - \xe2\x82\xb915999\n\n#PowerfulAllRounder #SolidAllRounder #motog10power #motog30 #GuessThePrice #AsliAllRounders \n@motorolaindia \n\xe2\x8f\xa9 Join @satyapaljain_86 @Soniyaskjain1 @Dazzlingcutie1 @KpParmar98 @sandeep0_07 @deora_gunjan @anuj121  @SanjayJ45449140'
1852,"b'@motorolaindia For Moto G10Power price should be \xe2\x82\xb911,999/- \nFor Moto G30 price should be \xe2\x82\xb914,999/-\n#motog10power #MotoG30 @motorolaindia @SamimaYasmin10 @SKMDHabib17'"
1853,b'RT @motorolaindia: Wish to win a #PowerfulAllRounder or a #SolidAllRounder? Just #GuessThePrice of both the #AsliAllRounders. #Contest ends\xe2\x80\xa6'
1854,b'@motorolaindia I guess #motog10power = \xe2\x82\xb911999 and #moto30 = \xe2\x82\xb914999\n\n@motorolaindia #AsliAllRounders\n#motog10power #motog30\n\nJoin \n@c_ram87 @ajaybhai25 @GANESH98236930 @Pinki_n96 @RiteshN26948241'
1855,b'RT @motorolaindia: Wish to win a #PowerfulAllRounder or a #SolidAllRounder? Just #GuessThePrice of both the #AsliAllRounders. #Contest ends\xe2\x80\xa6'
1856,"b'@motorolaindia Moto g\xc2\xb9\xe2\x81\xb0 Power - \xe2\x82\xb910,999/-\nMoto g\xc2\xb3\xe2\x81\xb0 - \xe2\x82\xb914,999/-\n\n#PowerfulAllRounder #SolidAllRounder #GuessThePrice #AsliAllRounders #Contest  #motog10power #motog30 @motorolaindia \n\nJoin us\n@Pareek197 \n@Sandeep13_ \n@AbhishekIPLFeak'"
1857,"b'@motorolaindia For Moto G10Power price should be \xe2\x82\xb912,999/- \nFor Moto G30 price should be \xe2\x82\xb917,999/-\n#motog10power #MotoG30 \nTag-\n@jashjain007\n@Abhishe14900791'"
1858,"b'@motorolaindia For Moto G10Power - \xe2\x82\xb912,999/- \nFor Moto G30 - \xe2\x82\xb917,999/-\n\n#motog10power #MotoG30\n\nTagging Women Power : @Simple_Silyy @Sakshidiva99 @Racer_Veb @prachimana @khemka_nidhi @LuvyaJoshi @SushmaSonu333'"
1859,b'RT @motorolaindia: Wish to win a #PowerfulAllRounder or a #SolidAllRounder? Just #GuessThePrice of both the #AsliAllRounders. #Contest ends\xe2\x80\xa6'
1860,b'RT @motorolaindia: Wish to win a #PowerfulAllRounder or a #SolidAllRounder? Just #GuessThePrice of both the #AsliAllRounders. #Contest ends\xe2\x80\xa6'
1861,"b'@motorolaindia My guess are\nMoto G10 Power - \xe2\x82\xb99,990/-\nMoto G30 - \xe2\x82\xb912,990/-\n\n#PowerfulAllRounder #SolidAllRounder #GuessThePrice #AsliAllRounders #Contest #motog10power #motog30 \n@motorolaindia \n\ntag\n@AaravS28 @mysterioussu @Sanjiv_34 @acidkidrock @reenag00091'"
1862,b'RT @motorolaindia: Wish to win a #PowerfulAllRounder or a #SolidAllRounder? Just #GuessThePrice of both the #AsliAllRounders. #Contest ends\xe2\x80\xa6'
1863,b'RT @Dazzlingcutie1: @motorolaindia Moto g10 power \xf0\x9f\x91\x89 \xe2\x82\xb914999\nMoto g30 \xf0\x9f\x91\x89 \xe2\x82\xb915999\n\n#PowerfulAllRounder #SolidAllRounder #motog10power #motog30 #\xe2\x80\xa6'
1864,b'RT @motorolaindia: Wish to win a #PowerfulAllRounder or a #SolidAllRounder? Just #GuessThePrice of both the #AsliAllRounders. #Contest ends\xe2\x80\xa6'
1865,b'RT @motorolaindia: Wish to win a #PowerfulAllRounder or a #SolidAllRounder? Just #GuessThePrice of both the #AsliAllRounders. #Contest ends\xe2\x80\xa6'
1866,b'RT @motorolaindia: Wish to win a #PowerfulAllRounder or a #SolidAllRounder? Just #GuessThePrice of both the #AsliAllRounders. #Contest ends\xe2\x80\xa6'
1867,b'RT @motorolaindia: Wish to win a #PowerfulAllRounder or a #SolidAllRounder? Just #GuessThePrice of both the #AsliAllRounders. #Contest ends\xe2\x80\xa6'
1868,"b'@motorolaindia Moto G 10 Power - Rs. 14,990\nMoto G 30 - Rs. 15,990\nIt\'s always a great experience using Motorola \xf0\x9f\x93\xb1bcoz they are value for money alongside ""Good Quality"" as Well .\n\nHope to Win this Contest \xf0\x9f\xa4\x9e.\nJoin - @vinaypal6 @KushalPethkar47\n@Djash0199\n#motog10power #motog30'"
1869,"b'@motorolaindia I guess- \n\n#motog10power price will be \xe2\x82\xb914,990\n\n#motog30 price will be \xe2\x82\xb915,990\n\nHope to be correct \xf0\x9f\xa4\x9e\xf0\x9f\xa4\x9e\n\n#PowerfulAllRounder #SolidAllrounder #AsliAllRounders #Contest @motorolaindia \n\nJoin in \n@y_shivv \n@SJ_0016 \n@Aniketw1551 \n@SanjeevMaht0 \n@Officialy_Sana'"
1870,b'RT @motorolaindia: Wish to win a #PowerfulAllRounder or a #SolidAllRounder? Just #GuessThePrice of both the #AsliAllRounders. #Contest ends\xe2\x80\xa6'
1871,"b'@motorolaindia #PowerfulAllRounder #SolidAllRounder #GuessThePrice #AsliAllRounders. #Contest \n\n#motog10power= Rs.14,990\n #motog30 = 15,990\nTagging:\n@Rishike32397014 \n@7srikanta'"
1872,"b'@motorolaindia For Moto G10Power price should be \xe2\x82\xb912,999/- \nFor Moto G30 price should be \xe2\x82\xb915,999/-\n#motog10power #MotoG30 @motorolaindia @SamimaYasmin10 @SKMDHabib17'"
1873,"b'@motorolaindia For Moto G10Power price should be \xe2\x82\xb912,999/- \nFor Moto G30 price should be \xe2\x82\xb917,999/-\n#motog10power #MotoG30\n@motorolaindia \nJoin \n@khemka_nidhi @KajolSaxena7 @Sakshi94_'"
1874,b'RT @motorolaindia: Wish to win a #PowerfulAllRounder or a #SolidAllRounder? Just #GuessThePrice of both the #AsliAllRounders. #Contest ends\xe2\x80\xa6'
1875,b'@motorolaindia I guess the price is\n(1) Motog10power - 12999/-\n(2) Motog30 - 14999/-\nWish to win  #PowerfulAllRounder  #SolidAllRounder #GuessThePrice  #AsliAllRounders. #Contest \xc2\xa0\n #motog10power  #motog30\n@Priya94058046\n@Vanita17490398 \n@AmitSah98241721'
1876,"b'@motorolaindia Moto g10 power : \xe2\x82\xb910,999/-\nMoto g30 : \xe2\x82\xb9 12,999/-\n\n#PowerfulAllRounder #SolidAllRounder #GuessThePrice #AsliAllRounders #Contest #motog10power #motog30\n\nJoin friends\n@GargeeGanguly @Mann4550 @Chhbi777 @neetadam @abn225 @rinkushrm64 @rdsoprince'"
